Amplicon	AY.41	BA.2.69
2	0.5517241379310345	0.4482758620689655
3	0.5517241379310345	0.4482758620689655
9	0.6190476190476191	0.38095238095238093
14	0.7368421052631579	0.26315789473684215
21	0.3333333333333333	0.6666666666666667
24	0.4166666666666667	0.5833333333333333
30	0.4693877551020408	0.5306122448979592
31	0.3846153846153846	0.6153846153846154
32	0.3846153846153846	0.6153846153846154
34	0.6	0.4
35	0.6	0.4
37	0.4545454545454545	0.5454545454545455
45	0.5238095238095238	0.47619047619047616
52	0.48	0.52
54	0.6	0.4
55	0.6	0.4
66	0.5384615384615385	0.46153846153846145
73	0.4347826086956522	0.5652173913043478
74	0.4347826086956522	0.5652173913043478
78	0.0	1.0
79	0.0	1.0
80	0.47887323943661975	0.5211267605633803
81	0.4918032786885246	0.5081967213114754
82	0.5205479452054795	0.47945205479452047
83	0.4705882352941176	0.5294117647058825
85	0.4328358208955223	0.5671641791044777
87	0.5	0.5
88	0.5352112676056338	0.46478873239436624
89	0.4683544303797468	0.5316455696202532
91	0.5074626865671642	0.4925373134328358
92	0.5076923076923077	0.49230769230769234
93	0.5833333333333334	0.41666666666666663
94	0.5230769230769231	0.4769230769230769
95	0.5081967213114754	0.4918032786885246
98	0.5076923076923077	0.49230769230769234
99	0.4155844155844156	0.5844155844155844
