Amplicon	AY.41	BA.2.62
2	0.19999999999999996	0.8
3	0.19999999999999996	0.8
9	0.4666666666666667	0.5333333333333333
14	0.6	0.4
24	0.4468085106382978	0.5531914893617023
30	0.3333333333333333	0.6666666666666667
31	0.33333333333333337	0.6666666666666666
32	0.37037037037037035	0.6296296296296297
34	0.34615384615384615	0.6538461538461539
35	0.34615384615384615	0.6538461538461539
37	0.25	0.75
45	0.3125	0.6875
52	0.2941176470588235	0.7058823529411765
54	0.3333333333333333	0.6666666666666667
55	0.3333333333333333	0.6666666666666667
66	0.4347826086956522	0.5652173913043478
73	0.27118644067796616	0.7288135593220338
74	0.27118644067796616	0.7288135593220338
77	0.0	1.0
78	0.0	1.0
79	0.0	1.0
80	0.32835820895522383	0.6716417910447762
81	0.32352941176470584	0.6764705882352942
82	0.32352941176470584	0.6764705882352942
87	0.34782608695652173	0.6521739130434783
88	0.33333333333333337	0.6666666666666666
89	0.0	1.0
91	0.3076923076923077	0.6923076923076923
94	0.3548387096774194	0.6451612903225806
95	0.0	1.0
99	0.2295081967213115	0.7704918032786885
