Amplicon	AY.39.1.2	BA.1.17
5	0.3987730061349693	0.6012269938650308
6	0.3987730061349693	0.6012269938650308
9	0.5490196078431373	0.4509803921568627
14	0.4157303370786517	0.5842696629213483
19	0.5490196078431373	0.4509803921568627
20	0.5490196078431373	0.4509803921568627
21	0.4444444444444444	0.5555555555555556
24	0.4777777777777778	0.5222222222222221
28	0.4772727272727273	0.5227272727272727
30	0.3211009174311927	0.6788990825688073
34	0.5857142857142856	0.41428571428571437
35	0.5857142857142856	0.41428571428571437
37	0.3877551020408163	0.6122448979591837
38	0.5354330708661417	0.46456692913385833
50	0.5402298850574714	0.4597701149425286
51	0.5402298850574714	0.4597701149425286
54	0.4557823129251701	0.5442176870748299
55	0.4557823129251701	0.5442176870748299
61	0.4492753623188406	0.5507246376811594
71	0.4234234234234234	0.5765765765765767
72	0.4234234234234234	0.5765765765765767
75	0.5223880597014926	0.4776119402985074
76	0.4307692307692308	0.5692307692307692
78	0.0	1.0
79	0.0	1.0
80	0.5	0.5
81	0.4630541871921182	0.5369458128078818
82	0.4662576687116564	0.5337423312883436
85	0.4556213017751479	0.5443786982248521
87	0.4785276073619632	0.5214723926380368
88	0.35051546391752575	0.6494845360824743
89	0.3333333333333333	0.6666666666666667
93	0.4459459459459459	0.5540540540540542
94	0.6145833333333333	0.38541666666666674
95	0.3725490196078431	0.6274509803921569
98	0.2878048780487804	0.7121951219512196
